job_url,ref_nr
https://www.arbeitsagentur.de/jobsuche/jobdetail/13243-NOF16280619-JB-S,13243-NOF16280619-JB-S
https://www.arbeitsagentur.de/jobsuche/jobdetail/11949-17213934-S,11949-17213934-S
https://www.arbeitsagentur.de/jobsuche/jobdetail/11119-4803028413-S,11119-4803028413-S
https://www.arbeitsagentur.de/jobsuche/jobdetail/14751-288A11700-S,14751-288A11700-S
https://www.arbeitsagentur.de/jobsuche/jobdetail/13270-2026-00003563-1-S,13270-2026-00003563-1-S
https://www.arbeitsagentur.de/jobsuche/jobdetail/10000-1206434532-S,10000-1206434532-S
https://www.arbeitsagentur.de/jobsuche/jobdetail/12288-4803122580-S,12288-4803122580-S
https://www.arbeitsagentur.de/jobsuche/jobdetail/12513-0007639494-S,12513-0007639494-S
https://www.arbeitsagentur.de/jobsuche/jobdetail/14751-437A344-S,14751-437A344-S
https://www.arbeitsagentur.de/jobsuche/jobdetail/14081-JOB-738549-S,14081-JOB-738549-S
https://www.arbeitsagentur.de/jobsuche/jobdetail/17803-260507173118-HE1408-S,17803-260507173118-HE1408-S
https://www.arbeitsagentur.de/jobsuche/jobdetail/12122-209100-1770706-0-S,12122-209100-1770706-0-S
https://www.arbeitsagentur.de/jobsuche/jobdetail/13356-102639A38848C37-S,13356-102639A38848C37-S
https://www.arbeitsagentur.de/jobsuche/jobdetail/12811-2248067-S,12811-2248067-S
https://www.arbeitsagentur.de/jobsuche/jobdetail/12811-2247944-S,12811-2247944-S
https://www.arbeitsagentur.de/jobsuche/jobdetail/11081-GUXQX8LUVE1DDSAW-S,11081-GUXQX8LUVE1DDSAW-S
https://www.arbeitsagentur.de/jobsuche/jobdetail/11119-4804144609-S,11119-4804144609-S
https://www.arbeitsagentur.de/jobsuche/jobdetail/12811-2249162-S,12811-2249162-S
https://www.arbeitsagentur.de/jobsuche/jobdetail/11864-DVHTSASW61LW743B-S,11864-DVHTSASW61LW743B-S
https://www.arbeitsagentur.de/jobsuche/jobdetail/11081-TL7NOW58P4XZMEB9-S,11081-TL7NOW58P4XZMEB9-S
https://www.arbeitsagentur.de/jobsuche/jobdetail/17803-260507173044-AF1423-S,17803-260507173044-AF1423-S
https://www.arbeitsagentur.de/jobsuche/jobdetail/17803-260507172937-OA1424-S,17803-260507172937-OA1424-S
https://www.arbeitsagentur.de/jobsuche/jobdetail/16819-1b48007f7330b629-S,16819-1b48007f7330b629-S
https://www.arbeitsagentur.de/jobsuche/jobdetail/14751-70A22071-S,14751-70A22071-S
https://www.arbeitsagentur.de/jobsuche/jobdetail/11949-17215551-S,11949-17215551-S
https://www.arbeitsagentur.de/jobsuche/jobdetail/10001-1003033114-S,10001-1003033114-S
https://www.arbeitsagentur.de/jobsuche/jobdetail/12147-20260506219311-S,12147-20260506219311-S
https://www.arbeitsagentur.de/jobsuche/jobdetail/11081-JDMBM0JFOVSD0KVO-S,11081-JDMBM0JFOVSD0KVO-S
https://www.arbeitsagentur.de/jobsuche/jobdetail/12608-1401768-28123-1-S,12608-1401768-28123-1-S
https://www.arbeitsagentur.de/jobsuche/jobdetail/14751-422A668-S,14751-422A668-S
https://www.arbeitsagentur.de/jobsuche/jobdetail/13356-101861A46914C13-S,13356-101861A46914C13-S
https://www.arbeitsagentur.de/jobsuche/jobdetail/12122-208997-1770938-0-S,12122-208997-1770938-0-S
https://www.arbeitsagentur.de/jobsuche/jobdetail/12811-2248772-S,12811-2248772-S
https://www.arbeitsagentur.de/jobsuche/jobdetail/11949-17213968-S,11949-17213968-S
https://www.arbeitsagentur.de/jobsuche/jobdetail/14040-BZ91A69S0P828CI7-S,14040-BZ91A69S0P828CI7-S
https://www.arbeitsagentur.de/jobsuche/jobdetail/10000-1206414942-S,10000-1206414942-S
https://www.arbeitsagentur.de/jobsuche/jobdetail/10001-1003042178-S,10001-1003042178-S
https://www.arbeitsagentur.de/jobsuche/jobdetail/12456-1519443-1-S,12456-1519443-1-S
https://www.arbeitsagentur.de/jobsuche/jobdetail/10000-1206445898-S,10000-1206445898-S
https://www.arbeitsagentur.de/jobsuche/jobdetail/13635-874e1e87_JB5139879-S,13635-874e1e87_JB5139879-S
https://www.arbeitsagentur.de/jobsuche/jobdetail/12444-563465373209978-S,12444-563465373209978-S
https://www.arbeitsagentur.de/jobsuche/jobdetail/12811-2249154-S,12811-2249154-S
https://www.arbeitsagentur.de/jobsuche/jobdetail/10000-1206446573-S,10000-1206446573-S
https://www.arbeitsagentur.de/jobsuche/jobdetail/12704-MLI4P9EVOZATXV07-S,12704-MLI4P9EVOZATXV07-S
https://www.arbeitsagentur.de/jobsuche/jobdetail/10001-1003039507-S,10001-1003039507-S
https://www.arbeitsagentur.de/jobsuche/jobdetail/12122-206622-1764634-0-S,12122-206622-1764634-0-S
https://www.arbeitsagentur.de/jobsuche/jobdetail/10000-1206436066-S,10000-1206436066-S
https://www.arbeitsagentur.de/jobsuche/jobdetail/12618-172977-S,12618-172977-S
https://www.arbeitsagentur.de/jobsuche/jobdetail/12946-2913-1771042-0-S,12946-2913-1771042-0-S
https://www.arbeitsagentur.de/jobsuche/jobdetail/11119-4792608404-S,11119-4792608404-S
https://www.arbeitsagentur.de/jobsuche/jobdetail/10000-1206196901-S,10000-1206196901-S
https://www.arbeitsagentur.de/jobsuche/jobdetail/11119-4804227870-S,11119-4804227870-S
https://www.arbeitsagentur.de/jobsuche/jobdetail/10000-1206443040-S,10000-1206443040-S
https://www.arbeitsagentur.de/jobsuche/jobdetail/11949-17213812-S,11949-17213812-S
https://www.arbeitsagentur.de/jobsuche/jobdetail/12057-2K5IYQV66HGCZL1Y-S,12057-2K5IYQV66HGCZL1Y-S
https://www.arbeitsagentur.de/jobsuche/jobdetail/12322-BAAXOXIFH8RSLJU8-S,12322-BAAXOXIFH8RSLJU8-S
https://www.arbeitsagentur.de/jobsuche/jobdetail/13635-7dddb7d5_JB5139798-S,13635-7dddb7d5_JB5139798-S
https://www.arbeitsagentur.de/jobsuche/jobdetail/10001-1003035959-S,10001-1003035959-S
https://www.arbeitsagentur.de/jobsuche/jobdetail/10001-1003041259-S,10001-1003041259-S
https://www.arbeitsagentur.de/jobsuche/jobdetail/14795-66463_118851-S,14795-66463_118851-S
https://www.arbeitsagentur.de/jobsuche/jobdetail/12811-2248857-S,12811-2248857-S
https://www.arbeitsagentur.de/jobsuche/jobdetail/12704-6HOURYZJMOHN01XR-S,12704-6HOURYZJMOHN01XR-S
https://www.arbeitsagentur.de/jobsuche/jobdetail/11119-4803002181-S,11119-4803002181-S
https://www.arbeitsagentur.de/jobsuche/jobdetail/20397-4804152766-S,20397-4804152766-S
https://www.arbeitsagentur.de/jobsuche/jobdetail/11119-4803022742-S,11119-4803022742-S
https://www.arbeitsagentur.de/jobsuche/jobdetail/11119-4804139885-S,11119-4804139885-S
https://www.arbeitsagentur.de/jobsuche/jobdetail/11949-17213858-S,11949-17213858-S
https://www.arbeitsagentur.de/jobsuche/jobdetail/14373-k36443.4054-S,14373-k36443.4054-S
https://www.arbeitsagentur.de/jobsuche/jobdetail/10001-1003037875-S,10001-1003037875-S
https://www.arbeitsagentur.de/jobsuche/jobdetail/10001-1003036074-S,10001-1003036074-S
https://www.arbeitsagentur.de/jobsuche/jobdetail/10000-1206422464-S,10000-1206422464-S
https://www.arbeitsagentur.de/jobsuche/jobdetail/10001-1003036981-S,10001-1003036981-S
https://www.arbeitsagentur.de/jobsuche/jobdetail/11949-17215238-S,11949-17215238-S
https://www.arbeitsagentur.de/jobsuche/jobdetail/10000-1206440479-S,10000-1206440479-S
https://www.arbeitsagentur.de/jobsuche/jobdetail/12288-4803104841-S,12288-4803104841-S
https://www.arbeitsagentur.de/jobsuche/jobdetail/10001-1003042101-S,10001-1003042101-S
https://www.arbeitsagentur.de/jobsuche/jobdetail/10001-1003041956-S,10001-1003041956-S
https://www.arbeitsagentur.de/jobsuche/jobdetail/10001-1003038585-S,10001-1003038585-S
https://www.arbeitsagentur.de/jobsuche/jobdetail/17803-260506170748-PF1319-S,17803-260506170748-PF1319-S
